customerId,PrimaryContact
29855,curtis0@adventure-works.com 555-555-0162
29857,janice1@adventure-works.com 1 (11) 500 555-0119
29858,george1@adventure-works.com 851-555-0127
29859,joshua0@adventure-works.com 190-555-0186
29860,arlene0@adventure-works.com 1 (11) 500 555-0146
29861,phyllis1@adventure-works.com 153-555-0195
29862,lawrence0@adventure-works.com 129-555-0185
29863,"  809-555-0152"
29864,beth0@adventure-works.com 718-555-0152
29865,lucio0@adventure-works.com 199-555-0135
29866,richard4@adventure-works.com 367-555-0124
29867,erik0@adventure-works.com 116-555-0163
29868,denean0@adventure-works.com 1 (11) 500 555-0127
29870,"  697-555-0131"
29871,eric5@adventure-works.com 703-555-0120
29872,jodan0@adventure-works.com 652-555-0189
29873,mary7@adventure-works.com 344-555-0133
29874,david17@adventure-works.com 1 (11) 500 555-0140
29876,vance0@adventure-works.com 103-555-0151
29877,"  458-555-0179"
29879,stephen3@adventure-works.com 910-555-0116
29881,danielle1@adventure-works.com 356-555-0190
29883,barry1@adventure-works.com 858-555-0140
29884,"  320-555-0134"
29885,david18@adventure-works.com 476-555-0139
29889,jean3@adventure-works.com 207-555-0129
29890,peggy0@adventure-works.com 170-555-0189
29891,"  224-555-0126"
29892,sandra2@adventure-works.com 303-555-0117
29893,sandeep1@adventure-works.com 495-555-0113
29895,lori2@adventure-works.com 765-555-0141
29897,kay0@adventure-works.com 731-555-0187
29898,"  928-555-0117"
29900,victor0@adventure-works.com 112-555-0195
29901,john22@adventure-works.com 330-555-0116
29902,robert7@adventure-works.com 510-555-0123
29903,kevin4@adventure-works.com 275-555-0179
29904,mary8@adventure-works.com 1 (11) 500 555-0146
29905,"  656-555-0173"
29906,imtiaz0@adventure-works.com 249-555-0179
29907,karan1@adventure-works.com 390-555-0150
29908,joe1@adventure-works.com 1 (11) 500 555-0144
29910,shane2@adventure-works.com 155-555-0149
29911,tim0@adventure-works.com 244-555-0115
29913,anton0@adventure-works.com 608-555-0162
29914,christian1@adventure-works.com 362-555-0177
29915,andrew5@adventure-works.com 129-555-0185
29918,kirk2@adventure-works.com 979-555-0163
29919,"  136-555-0134"
29920,scott6@adventure-works.com 556-555-0192
29921,joy0@adventure-works.com 810-555-0198
29922,pamala0@adventure-works.com 1 (11) 500 555-0173
29924,mitch0@adventure-works.com 996-555-0192
29925,margaret1@adventure-works.com 107-555-0132
29926,"  1 (11) 500 555-0122"
29928,vamsi1@adventure-works.com 290-555-0196
29929,jeffrey3@adventure-works.com 452-555-0179
29930,peter4@adventure-works.com 436-555-0160
29931,eric6@adventure-works.com 932-555-0163
29932,rebecca2@adventure-works.com 1 (11) 500 555-0155
29934,david19@adventure-works.com 653-555-0159
29935,elsa0@adventure-works.com 482-555-0174
29936,michael18@adventure-works.com 396-555-0139
29937,marjorie0@adventure-works.com 306-555-0166
29938,frank4@adventure-works.com 491-555-0132
29939,mark5@adventure-works.com 371-555-0112
29941,jolie0@adventure-works.com 1 (11) 500 555-0126
29942,roger1@adventure-works.com 947-555-0143
29943,a0@adventure-works.com 645-555-0193
29944,bonnie2@adventure-works.com 354-555-0130
29946,linda7@adventure-works.com 493-555-0134
29948,elsie0@adventure-works.com 803-555-0116
29949,george3@adventure-works.com 699-555-0183
29950,yale0@adventure-works.com 316-555-0138
29952,yuhong1@adventure-works.com 1 (11) 500 555-0176
29953,joseph2@adventure-works.com 119-555-0195
29954,"  380-555-0116"
29955,david20@adventure-works.com 440-555-0132
29956,jinghao1@adventure-works.com 928-555-0116
29957,kevin5@adventure-works.com 926-555-0164
29959,todd0@adventure-works.com 783-555-0110
29962,sharon2@adventure-works.com 377-555-0132
29964,anita0@adventure-works.com 164-555-0118
29967,judy1@adventure-works.com 260-555-0130
29969,robert8@adventure-works.com 631-555-0155
29971,robert9@adventure-works.com 666-555-0143
29973,denise1@adventure-works.com 537-555-0190
29974,scott7@adventure-works.com 470-555-0171
29975,"  245-555-0191"
29978,ajay0@adventure-works.com 1 (11) 500 555-0174
29980,tomas0@adventure-works.com 1 (11) 500 555-0178
29981,kathy0@adventure-works.com 942-555-0141
29982,"  685-555-0117"
29983,cecelia0@adventure-works.com 394-555-0168
29985,linda8@adventure-works.com 1 (11) 500 555-0137
29987,frank5@adventure-works.com 171-555-0147
29988,steve2@adventure-works.com 154-555-0115
29990,jennifer1@adventure-works.com 1 (11) 500 555-0175
29991,chris6@adventure-works.com 642-555-0187
29992,sandra4@adventure-works.com 993-555-0179
29994,robin0@adventure-works.com 431-555-0153
29997,lola0@adventure-works.com 173-555-0151
29998,jane3@adventure-works.com 529-555-0195
30000,james12@adventure-works.com 191-555-0151
30003,"  623-555-0144"
30004,nkenge0@adventure-works.com 158-555-0123
30005,nancy3@adventure-works.com 1 (11) 500 555-0195
30007,raquel0@adventure-works.com 723-555-0124
30008,rmorgan0@adventure-works.com 963-555-0146
30010,"  399-555-0114"
30012,helen2@adventure-works.com 519-555-0112
30016,thomas2@adventure-works.com 162-555-0174
30018,virginia0@adventure-works.com 918-555-0127
30019,matthew5@adventure-works.com 1 (11) 500 555-0176
30021,ben1@adventure-works.com 207-555-0167
30022,dylan1@adventure-works.com 140-555-0192
30023,frank6@adventure-works.com 118-555-0184
30024,"  992-555-0134"
30025,linda9@adventure-works.com 1 (11) 500 555-0182
30027,joseph4@adventure-works.com 129-555-0164
30028,laura3@adventure-works.com 741-555-0173
30029,shanay0@adventure-works.com 797-555-0118
30030,stefano0@adventure-works.com 1 (11) 500 555-0115
30031,"  792-555-0194"
30032,derik0@adventure-works.com 441-555-0144
30033,vassar0@adventure-works.com 328-555-0123
30034,wathalee0@adventure-works.com 517-555-0120
30035,alice4@adventure-works.com 355-555-0180
30036,lizamarie0@adventure-works.com 366-555-0110
30037,jim5@adventure-works.com 226-555-0110
30039,robert12@adventure-works.com 493-555-0185
30040,kayla0@adventure-works.com 315-555-0131
30042,rubysue0@adventure-works.com 512-555-0122
30044,gary5@adventure-works.com 1 (11) 500 555-0199
30045,"  924-555-0195"
30046,elizabeth4@adventure-works.com 306-555-0112
30047,michael24@adventure-works.com 323-555-0113
30048,marcia0@adventure-works.com 613-555-0116
30050,krishna1@adventure-works.com 1 (11) 500 555-0177
30051,brad0@adventure-works.com 688-555-0115
30052,"  926-555-0136"
30053,katherine1@adventure-works.com 421-555-0192
30055,julie1@adventure-works.com 145-555-0194
30056,clarence0@adventure-works.com 787-555-0128
30058,mike6@adventure-works.com 204-555-0189
30061,chad1@adventure-works.com 588-555-0128
30063,vanessa0@adventure-works.com 785-555-0163
30064,judy3@adventure-works.com 799-555-0118
30067,phyllis2@adventure-works.com 667-555-0112
30069,donald1@adventure-works.com 273-555-0111
30070,kendra0@adventure-works.com 464-555-0188
30071,daniel2@adventure-works.com 247-555-0197
30072,andrea1@adventure-works.com 1 (11) 500 555-0120
30074,yuping0@adventure-works.com 744-555-0123
30076,diane5@adventure-works.com 847-555-0184
30080,"  328-555-0192"
30083,glenn0@adventure-works.com 907-555-0170
30087,"  882-555-0115"
30089,michaeljohn0@adventure-works.com 308-555-0175
30090,christie0@adventure-works.com 686-555-0180
30093,phyllis3@adventure-works.com 277-555-0182
30094,"  767-555-0193"
30095,sunil0@adventure-works.com 184-555-0187
30098,esther0@adventure-works.com 481-555-0131
30100,jessie0@adventure-works.com 103-555-0179
30102,roger2@adventure-works.com 1 (11) 500 555-0110
30104,rose1@adventure-works.com 1 (11) 500 555-0140
30105,gregory1@adventure-works.com 684-555-0134
30106,michael25@adventure-works.com 918-555-0141
30107,margaret2@adventure-works.com 265-555-0143
30108,"  680-555-0160"
30109,nieves0@adventure-works.com 371-555-0184
30110,gary6@adventure-works.com 112-555-0176
30111,ranjit1@adventure-works.com 810-555-0160
30112,patricia2@adventure-works.com 490-555-0132
30113,raja0@adventure-works.com 1 (11) 500 555-0195
30115,"  155-555-0140"
30116,wanda0@adventure-works.com 433-555-0168
30117,robert13@adventure-works.com 560-555-0171
30118,caroline0@adventure-works.com 695-555-0158
